"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 27 10:44:52 GMT 2023","Thu Apr 27 10:44:53 GMT 2023","925","tests.integration.dbapi.async","test_queries_async","","","","test_select","Select handles all data types properly."
"passed","Thu Apr 27 10:45:23 GMT 2023","Thu Apr 27 10:45:34 GMT 2023","10992","tests.integration.dbapi.sync","test_queries","","","","test_multi_statement_query","Query parameters are handled properly"
"passed","Thu Apr 27 10:44:51 GMT 2023","Thu Apr 27 10:44:52 GMT 2023","721","tests.integration.dbapi.async","test_errors_async","","","","test_engine_url_not_exists","Connection properly reacts to invalid engine url error."
"passed","Thu Apr 27 10:44:55 GMT 2023","Thu Apr 27 10:44:55 GMT 2023","591","tests.integration.dbapi.sync","test_queries","","","","test_select","Select handles all data types properly."
"passed","Thu Apr 27 10:45:05 GMT 2023","Thu Apr 27 10:45:06 GMT 2023","208","tests.integration.dbapi.sync","test_errors","","","","test_invalid_account","Connection properly reacts to invalid account error."
"skipped","Thu Apr 27 10:45:10 GMT 2023","Thu Apr 27 10:45:10 GMT 2023","0","tests.integration.dbapi.sync","test_auth","","","","test_refresh_token","Auth refreshes token on expiration/invalidation"
"passed","Thu Apr 27 10:45:18 GMT 2023","Thu Apr 27 10:45:18 GMT 2023","94","tests.integration.utils","test_usage_tracker","","","","test_usage_detection[establish_async_connection-source_firebolt/source.py-AirbyteSource/]",""
"passed","Thu Apr 27 10:54:03 GMT 2023","Thu Apr 27 10:54:03 GMT 2023","136","tests.integration.dbapi.sync","test_system_engine","","","","test_select_one","SELECT statements are supported"
"skipped","Thu Apr 27 10:45:16 GMT 2023","Thu Apr 27 10:45:16 GMT 2023","0","tests.integration.resource_manager","test_engine","","","","test_create_start_stop_engine",""
"passed","Thu Apr 27 10:44:55 GMT 2023","Thu Apr 27 10:44:56 GMT 2023","620","tests.integration.dbapi.sync","test_queries","","","","test_connect_no_engine","Connecting with engine name is handled properly."
"skipped","Thu Apr 27 10:44:51 GMT 2023","Thu Apr 27 10:44:51 GMT 2023","0","tests.integration.dbapi.async","test_auth_async","","","","test_credentials_invalidation","Auth raises authentication error on credentials invalidation"
