"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 27 13:23:58 GMT 2023","Thu Apr 27 13:23:58 GMT 2023","360","tests.integration.dbapi.async","test_errors_async","","","","test_invalid_account","Connection properly reacts to invalid account error."
"passed","Thu Apr 27 13:24:01 GMT 2023","Thu Apr 27 13:24:01 GMT 2023","408","tests.integration.dbapi.sync","test_errors","","","","test_engine_stopped","Connection properly reacts to engine not running error."
"passed","Thu Apr 27 13:24:32 GMT 2023","Thu Apr 27 13:24:36 GMT 2023","3910","tests.integration.dbapi.sync","test_queries","","","","test_anyio_backend_import_issue[2]",""
"passed","Thu Apr 27 13:24:39 GMT 2023","Thu Apr 27 13:24:40 GMT 2023","184","tests.integration.dbapi.sync","test_system_engine","","","","test_query_errors[CREATE DIMENSION TABLE dummy(id INT)]",""
"passed","Thu Apr 27 13:24:15 GMT 2023","Thu Apr 27 13:24:32 GMT 2023","16955","tests.integration.dbapi.sync","test_queries","","","","test_parameterized_query","Query parameters are handled properly."
"passed","Thu Apr 27 13:24:00 GMT 2023","Thu Apr 27 13:24:01 GMT 2023","205","tests.integration.dbapi.sync","test_errors","","","","test_invalid_account","Connection properly reacts to invalid account error."
"passed","Thu Apr 27 13:24:27 GMT 2023","Thu Apr 27 13:24:28 GMT 2023","1884","tests.integration.resource_manager","test_engine","","","","test_engine_update_multiple_parameters",""
"passed","Thu Apr 27 13:23:59 GMT 2023","Thu Apr 27 13:24:00 GMT 2023","835","tests.integration.dbapi.async","test_queries_async","","","","test_select","Select handles all data types properly."
"passed","Thu Apr 27 13:24:03 GMT 2023","Thu Apr 27 13:24:15 GMT 2023","11784","tests.integration.dbapi.sync","test_queries","","","","test_insert","Insert and delete queries are handled properly."
"passed","Thu Apr 27 13:24:00 GMT 2023","Thu Apr 27 13:24:15 GMT 2023","15287","tests.integration.dbapi.async","test_queries_async","","","","test_multi_statement_query","Query parameters are handled properly"
"passed","Thu Apr 27 13:24:28 GMT 2023","Thu Apr 27 13:24:29 GMT 2023","164","tests.integration.dbapi.sync","test_queries","","","","test_server_side_async_execution_query","Make an sql query and receive an id back."
"passed","Thu Apr 27 13:24:00 GMT 2023","Thu Apr 27 13:24:01 GMT 2023","304","tests.integration.dbapi.sync","test_errors","","","","test_engine_name_not_exists","Connection properly reacts to invalid engine name error."
"passed","Thu Apr 27 13:24:03 GMT 2023","Thu Apr 27 13:24:31 GMT 2023","27751","tests.integration.dbapi.sync","test_queries","","","","test_drop_create","Create and drop table/index queries are handled properly."
"passed","Thu Apr 27 13:24:27 GMT 2023","Thu Apr 27 13:24:30 GMT 2023","3580","tests.integration.dbapi.sync","test_system_engine","","","","test_detach_engine",""
"passed","Thu Apr 27 13:24:21 GMT 2023","Thu Apr 27 13:24:21 GMT 2023","638","tests.integration.resource_manager","test_database","","","","test_database_get_default_engine","
    Checks that the default engine is either running or stopped engine
    "
"passed","Thu Apr 27 13:23:59 GMT 2023","Thu Apr 27 13:24:00 GMT 2023","757","tests.integration.dbapi.async","test_queries_async","","","","test_connect_no_engine","Connecting with engine name is handled properly."
"passed","Thu Apr 27 13:24:23 GMT 2023","Thu Apr 27 13:24:27 GMT 2023","4003","tests.integration.resource_manager","test_engine","","","","test_engine_update_single_parameter",""
"passed","Thu Apr 27 13:24:00 GMT 2023","Thu Apr 27 13:24:00 GMT 2023","146","tests.integration.dbapi.sync","test_errors","","","","test_engine_url_not_exists","Connection properly reacts to invalid engine url error."
"skipped","Thu Apr 27 13:24:21 GMT 2023","Thu Apr 27 13:24:21 GMT 2023","0","tests.integration.resource_manager","test_engine","","","","test_create_start_stop_engine",""
"passed","Thu Apr 27 13:23:58 GMT 2023","Thu Apr 27 13:23:59 GMT 2023","1376","tests.integration.dbapi.async","test_errors_async","","","","test_engine_stopped","Connection properly reacts to invalid engine name error."
